Feedback_ID,Customer_ID,Response_Date,Source_Type,Customer_Service,Banking_Products,Transaction_Process,Digital_Banking,ATM_services,Complaints_and_Resolution,Financial_Advice,Security_and_Privacy,Account_Management,Fees_and_Pricing,NPS
FD_0320,C_0345,09-03-20,Mail,3,1,4,4,4,1,2,4,2,5,1
FD_0321,C_0175,09-03-20,Telephonic,5,3,1,5,3,5,5,4,4,4,10
FD_0322,C_1311,09-03-20,Telephonic,1,1,2,5,5,2,5,5,2,4,8
FD_0323,C_0404,09-03-20,Mail,3,5,3,3,3,5,5,5,4,4,3
FD_0324,C_0524,09-03-20,Telephonic,4,2,2,5,1,3,1,2,5,3,9
FD_0325,C_1359,09-03-20,Telephonic,3,1,2,3,1,1,4,5,3,1,10
FD_0326,C_0915,09-03-20,Online,4,4,4,1,5,4,5,4,2,1,8
FD_0327,C_0682,10-03-20,Mail,5,4,4,5,4,5,2,5,2,2,3
FD_0328,C_0736,10-03-20,Mail,4,4,4,4,1,4,1,2,4,3,4
FD_0329,C_0909,10-03-20,Online,2,4,4,2,1,3,3,4,5,4,6
FD_0330,C_1239,10-03-20,Mail,3,2,3,1,5,3,4,4,4,3,8
FD_0331,C_0518,11-03-20,Mail,5,3,5,2,4,1,1,2,5,1,3
FD_0332,C_0113,11-03-20,Online,1,2,3,4,3,4,2,4,5,1,8
FD_0333,C_1425,11-03-20,Online,3,5,1,3,1,3,5,4,4,2,3
FD_0334,C_1438,11-03-20,Mail,3,1,2,5,3,2,5,4,5,4,6
FD_0335,C_1206,11-03-20,Online,1,1,3,1,2,3,4,1,1,3,6
FD_0336,C_0891,12-03-20,Online,2,4,3,3,1,2,4,2,5,2,6
FD_0337,C_0226,12-03-20,Mail,3,4,1,4,4,4,2,2,1,3,2
FD_0338,C_0908,12-03-20,Mail,3,1,5,4,1,1,2,2,2,4,4
FD_0339,C_0811,12-03-20,Online,2,4,1,1,2,3,5,4,2,5,8
FD_0340,C_0847,12-03-20,Online,2,3,3,1,1,3,2,1,1,1,9
FD_0341,C_0923,12-03-20,Telephonic,2,1,3,5,2,4,2,2,1,1,10
FD_0342,C_1314,13-03-20,Online,1,4,4,2,5,5,1,1,5,5,6
FD_0343,C_0578,14-03-20,Mail,2,5,1,3,1,2,1,5,5,5,2
FD_0344,C_1321,14-03-20,Mail,5,1,2,3,4,5,2,4,5,3,6
FD_0345,C_1157,14-03-20,Online,3,3,4,1,1,2,1,1,2,3,2
FD_0346,C_1128,15-03-20,Telephonic,1,5,3,2,1,4,2,4,2,2,7
FD_0347,C_0771,15-03-20,Telephonic,1,2,3,4,4,5,4,5,4,5,1
FD_0348,C_0032,15-03-20,Telephonic,5,1,5,5,4,5,3,2,2,2,5
FD_0349,C_0734,15-03-20,Telephonic,5,2,1,2,2,1,2,1,5,3,5
FD_0350,C_0906,15-03-20,Online,4,2,5,5,5,3,2,3,5,3,4
FD_0351,C_1374,15-03-20,Telephonic,5,4,4,1,2,5,4,1,4,1,7
FD_0352,C_1385,15-03-20,Telephonic,1,1,4,4,1,5,2,4,2,5,1
FD_0353,C_1145,15-03-20,Mail,4,1,1,1,1,3,5,4,4,3,3
FD_0354,C_1493,15-03-20,Online,4,5,3,2,5,2,1,3,2,3,9
FD_0355,C_0892,16-03-20,Online,3,5,3,3,4,5,2,4,1,2,8
FD_0356,C_0588,16-03-20,Telephonic,3,4,4,3,3,1,5,5,1,3,3
FD_0357,C_0306,16-03-20,Mail,2,5,1,1,4,3,2,1,4,5,2
FD_0358,C_1053,17-03-20,Mail,1,4,5,5,2,5,2,1,2,2,5
FD_0359,C_0570,17-03-20,Online,2,5,3,5,2,3,3,1,2,1,5
FD_0360,C_0614,17-03-20,Online,4,2,1,3,3,3,2,3,5,1,6
FD_0361,C_1326,17-03-20,Online,4,3,1,5,2,4,5,4,3,3,3
FD_0362,C_1264,18-03-20,Online,3,1,1,3,5,4,4,3,2,1,6
FD_0363,C_0371,18-03-20,Telephonic,2,1,4,4,5,4,3,3,1,5,3
FD_0364,C_0886,18-03-20,Telephonic,1,2,5,3,5,1,3,5,4,4,5
FD_0365,C_0138,18-03-20,Mail,4,2,1,4,4,4,5,1,1,2,10
FD_0366,C_0367,18-03-20,Mail,5,1,5,2,1,1,5,3,2,2,7
FD_0367,C_1332,18-03-20,Telephonic,1,5,1,4,1,5,2,4,4,2,8
FD_0368,C_0372,19-03-20,Telephonic,3,3,4,4,5,1,4,3,5,5,8
FD_0369,C_0345,19-03-20,Online,3,3,3,3,2,3,5,5,5,5,4
FD_0370,C_1447,19-03-20,Telephonic,3,5,1,5,3,2,3,3,3,3,10
FD_0371,C_0748,19-03-20,Online,2,1,4,5,3,5,5,4,2,2,9
FD_0372,C_0221,19-03-20,Online,1,2,5,3,5,4,1,4,1,4,1
FD_0373,C_0974,19-03-20,Mail,5,4,4,1,4,2,4,3,5,2,4
FD_0374,C_0078,20-03-20,Online,1,5,2,3,2,4,1,1,4,1,10
FD_0375,C_1311,20-03-20,Online,3,1,2,1,2,1,1,5,2,3,1
FD_0376,C_0319,21-03-20,Mail,1,5,3,2,5,3,3,5,2,4,8
FD_0377,C_0728,21-03-20,Online,4,4,1,3,1,4,2,2,3,5,5
FD_0378,C_0436,21-03-20,Mail,1,3,3,4,1,4,4,1,4,5,10
FD_0379,C_1295,21-03-20,Telephonic,3,5,2,3,4,1,2,2,2,5,5
FD_0380,C_1162,21-03-20,Mail,4,2,4,5,2,2,5,2,4,5,3
FD_0381,C_1348,21-03-20,Mail,2,3,2,4,1,5,3,2,5,3,9
FD_0382,C_0062,21-03-20,Mail,5,4,5,5,5,3,4,2,3,4,4
FD_0383,C_0525,21-03-20,Mail,5,4,3,4,2,4,1,1,3,2,9
FD_0384,C_0946,21-03-20,Mail,4,3,1,1,5,4,5,5,1,2,8
FD_0385,C_0702,22-03-20,Online,5,5,1,1,2,2,4,1,5,4,2
FD_0386,C_1422,22-03-20,Mail,4,3,2,5,3,2,2,2,3,4,1
FD_0387,C_0967,22-03-20,Telephonic,3,4,3,2,5,1,3,5,5,3,9
FD_0388,C_0133,22-03-20,Mail,3,5,5,2,1,1,4,5,2,2,8
FD_0389,C_0560,22-03-20,Telephonic,1,1,2,3,4,3,3,2,4,2,7
FD_0390,C_1394,22-03-20,Online,5,3,1,1,2,1,1,1,5,3,1
FD_0391,C_1456,22-03-20,Mail,5,2,4,1,3,3,4,1,2,4,2
FD_0392,C_0005,22-03-20,Telephonic,5,4,5,1,4,2,2,1,4,1,4
FD_0393,C_0913,22-03-20,Telephonic,5,5,2,2,5,1,4,1,2,2,3
FD_0394,C_1310,22-03-20,Online,2,3,5,4,5,3,4,1,5,3,4
FD_0395,C_1316,23-03-20,Online,4,3,4,2,5,4,3,4,5,2,10
FD_0396,C_0404,23-03-20,Online,2,2,1,4,5,1,2,2,1,1,3
FD_0397,C_0973,23-03-20,Mail,5,1,3,1,4,3,1,5,1,2,1
FD_0398,C_1247,23-03-20,Online,5,4,2,4,5,4,3,2,3,4,10
FD_0399,C_0250,24-03-20,Mail,5,5,2,1,5,5,3,5,3,2,8
FD_0400,C_0101,24-03-20,Telephonic,2,4,5,5,1,3,3,4,2,2,6
FD_0401,C_0517,25-03-20,Mail,2,4,2,4,5,3,5,5,4,1,9
FD_0402,C_0738,25-03-20,Telephonic,1,1,4,3,1,2,4,3,1,5,8
FD_0403,C_0739,25-03-20,Mail,3,2,5,2,1,5,2,1,2,1,1
FD_0404,C_1318,25-03-20,Telephonic,2,2,3,2,1,4,5,3,1,1,1
FD_0405,C_0975,26-03-20,Online,3,2,1,3,3,4,2,3,4,5,4
FD_0406,C_0567,26-03-20,Telephonic,3,3,4,2,3,2,4,3,3,4,6
FD_0407,C_0353,26-03-20,Online,4,5,2,1,1,2,3,1,5,1,6
FD_0408,C_0266,26-03-20,Telephonic,1,3,3,4,3,4,3,3,4,2,9
FD_0409,C_0650,26-03-20,Mail,2,2,2,4,5,2,5,2,2,3,6
FD_0410,C_0685,26-03-20,Online,5,1,2,2,1,2,1,2,5,3,10
FD_0411,C_1155,26-03-20,Telephonic,2,3,1,2,1,5,4,1,4,3,8
FD_0412,C_0795,27-03-20,Mail,3,2,3,1,2,5,3,3,4,1,7
FD_0413,C_0884,27-03-20,Mail,1,3,4,3,3,5,2,4,1,5,4
FD_0414,C_0068,27-03-20,Telephonic,3,3,4,4,3,3,3,2,3,3,2
FD_0415,C_0470,28-03-20,Online,5,1,3,3,2,3,4,3,1,1,4
FD_0416,C_1034,28-03-20,Telephonic,2,3,5,4,5,5,3,4,2,4,2
FD_0417,C_1035,28-03-20,Online,3,1,5,4,5,5,1,2,4,1,3
FD_0418,C_1363,28-03-20,Telephonic,4,2,2,2,5,2,3,1,2,5,5
FD_0419,C_0531,28-03-20,Online,3,2,3,3,2,4,1,5,5,1,5
FD_0420,C_0021,28-03-20,Mail,1,5,3,4,3,2,1,1,1,2,9
FD_0421,C_0856,28-03-20,Mail,4,2,3,4,2,1,4,5,3,2,1
FD_0422,C_1285,28-03-20,Telephonic,5,5,1,2,5,2,5,2,4,2,7
FD_0423,C_1433,29-03-20,Mail,5,5,4,1,1,2,3,4,2,4,6
FD_0424,C_1434,29-03-20,Telephonic,4,4,1,2,5,5,4,1,1,5,1
FD_0425,C_1101,29-03-20,Mail,5,4,1,2,4,1,1,3,2,5,5
FD_0426,C_0202,29-03-20,Telephonic,5,3,5,5,3,3,2,1,5,4,8
FD_0427,C_1122,29-03-20,Online,5,2,1,2,4,4,5,1,5,2,5
FD_0428,C_0917,29-03-20,Online,1,2,3,4,2,5,5,2,3,4,2
FD_0429,C_1226,29-03-20,Online,5,1,4,5,2,2,2,4,2,4,3
FD_0430,C_0441,30-03-20,Online,5,3,5,5,4,1,4,2,3,2,10
FD_0431,C_0085,30-03-20,Telephonic,1,1,3,4,3,5,4,4,4,1,5
FD_0432,C_0333,30-03-20,Telephonic,2,4,2,3,1,4,2,3,3,3,9
FD_0433,C_0387,30-03-20,Mail,1,3,5,4,2,1,2,3,2,1,9
FD_0434,C_1248,30-03-20,Telephonic,1,3,5,2,3,5,1,5,5,5,3
FD_0435,C_0294,30-03-20,Online,2,4,5,3,3,5,4,5,4,5,10
FD_0436,C_1170,30-03-20,Telephonic,3,3,4,3,4,1,3,4,2,3,9
FD_0437,C_1362,31-03-20,Online,1,4,3,1,5,1,1,3,2,4,8
FD_0438,C_0863,31-03-20,Telephonic,5,1,4,5,5,1,3,4,1,3,2
FD_0439,C_1222,31-03-20,Telephonic,2,2,3,2,5,5,2,4,5,3,6
FD_0440,C_0540,01-04-20,Online,3,1,1,3,3,2,1,3,1,2,4
FD_0441,C_0613,02-04-20,Mail,4,4,4,2,3,1,4,3,5,1,3
FD_0442,C_0689,02-04-20,Mail,3,1,1,1,1,3,1,1,2,4,5
FD_0443,C_1009,02-04-20,Online,5,5,3,2,5,2,2,5,1,4,8
FD_0444,C_0404,03-04-20,Mail,1,2,4,2,3,5,5,5,2,3,2
FD_0445,C_1344,03-04-20,Online,1,3,2,1,1,5,2,4,4,2,10
FD_0446,C_1345,03-04-20,Online,1,4,4,4,5,3,5,5,3,4,5
FD_0447,C_0124,03-04-20,Mail,3,5,4,4,5,5,1,3,1,2,5
FD_0448,C_0740,03-04-20,Telephonic,2,2,2,1,2,5,5,3,5,5,10
FD_0449,C_0749,03-04-20,Online,2,4,3,1,1,2,5,2,4,1,10
FD_0450,C_0394,03-04-20,Mail,4,5,5,3,1,4,1,3,4,2,5
FD_0451,C_1378,03-04-20,Online,3,5,4,5,3,1,5,3,2,3,7
FD_0452,C_1499,03-04-20,Telephonic,5,5,5,1,3,5,1,5,5,2,7
FD_0453,C_1346,04-04-20,Mail,5,2,2,3,1,4,3,5,5,4,2
FD_0454,C_1119,04-04-20,Mail,3,2,5,2,1,4,4,3,4,3,4
FD_0455,C_0055,04-04-20,Telephonic,4,1,5,5,1,1,3,2,3,2,5
FD_0456,C_0548,05-04-20,Telephonic,5,2,5,4,1,4,1,4,1,2,4
FD_0457,C_0558,05-04-20,Online,1,1,5,4,1,3,4,4,5,3,2
FD_0458,C_0540,05-04-20,Telephonic,2,1,5,5,3,4,4,4,1,5,7
FD_0459,C_0315,05-04-20,Telephonic,1,5,5,2,5,4,5,3,2,5,10
FD_0460,C_0324,05-04-20,Online,1,5,1,5,3,4,5,4,2,4,9
FD_0461,C_0567,06-04-20,Mail,1,3,3,1,1,3,4,5,2,1,9
FD_0462,C_0707,06-04-20,Mail,1,2,3,2,1,4,4,4,5,3,9
FD_0463,C_0687,06-04-20,Mail,5,2,3,3,3,3,4,1,4,4,10
FD_0464,C_0074,06-04-20,Telephonic,1,2,2,3,4,4,4,2,5,5,4
FD_0465,C_0013,06-04-20,Online,5,5,1,4,3,5,4,2,3,2,1
FD_0466,C_1237,07-04-20,Online,5,3,5,4,3,2,3,2,4,1,2
FD_0467,C_0468,07-04-20,Mail,4,3,5,4,4,4,1,3,4,1,7
FD_0468,C_0970,07-04-20,Online,3,2,3,4,1,2,4,5,4,5,5
FD_0469,C_0384,07-04-20,Telephonic,5,1,4,5,4,2,5,3,2,3,4
FD_0470,C_0031,07-04-20,Online,1,5,3,3,5,2,2,4,2,5,2
FD_0471,C_0395,08-04-20,Mail,4,4,3,5,2,3,5,1,4,4,8
FD_0472,C_1002,08-04-20,Mail,4,2,2,1,2,3,4,1,2,5,9
FD_0473,C_0950,08-04-20,Mail,5,2,2,1,1,1,4,3,1,5,9
FD_0474,C_0001,08-04-20,Mail,2,3,1,3,5,5,3,1,1,3,9
FD_0475,C_0396,09-04-20,Telephonic,1,5,5,3,4,1,2,4,4,1,9
FD_0476,C_1276,10-04-20,Mail,4,3,2,1,2,4,4,5,4,5,5
FD_0477,C_0684,10-04-20,Telephonic,2,1,3,2,3,3,1,5,3,3,1
FD_0478,C_0685,10-04-20,Mail,4,4,5,2,4,1,3,4,5,1,6
FD_0479,C_0970,10-04-20,Online,3,3,4,2,2,2,5,2,2,2,2
FD_0480,C_0971,11-04-20,Mail,3,5,5,1,2,2,2,4,5,2,10
FD_0481,C_0830,11-04-20,Online,1,1,1,1,3,5,5,1,1,4,4
FD_0482,C_0906,11-04-20,Telephonic,3,5,1,2,2,4,1,4,3,2,5
FD_0483,C_1277,12-04-20,Mail,4,3,1,1,2,5,2,4,4,2,4
FD_0484,C_0243,12-04-20,Telephonic,5,5,2,2,5,1,5,3,1,4,1
FD_0485,C_1373,12-04-20,Mail,5,4,3,4,1,4,1,3,5,3,8
FD_0486,C_0340,12-04-20,Online,2,2,4,2,3,5,2,1,5,1,4
FD_0487,C_0706,12-04-20,Telephonic,5,3,5,2,5,1,1,4,4,4,10
FD_0488,C_1062,12-04-20,Online,5,2,2,2,5,4,1,2,2,3,3
FD_0489,C_0818,12-04-20,Telephonic,4,1,4,4,4,1,2,1,3,1,6
FD_0490,C_0060,13-04-20,Online,5,3,1,5,5,2,3,1,2,5,9
FD_0491,C_1263,13-04-20,Telephonic,3,5,4,3,4,4,2,5,1,3,9
FD_0492,C_0277,14-04-20,Online,5,4,2,3,3,3,3,3,3,2,2
FD_0493,C_0457,14-04-20,Mail,4,5,1,5,3,3,4,2,1,1,8
FD_0494,C_1276,14-04-20,Online,5,2,1,4,3,4,2,4,3,1,5
FD_0495,C_0775,14-04-20,Online,1,5,2,2,4,4,3,5,4,4,8
FD_0496,C_0452,15-04-20,Online,5,2,5,2,3,3,4,5,3,3,7
FD_0497,C_0464,15-04-20,Mail,4,3,3,2,1,5,5,3,5,1,8
FD_0498,C_0586,15-04-20,Telephonic,2,5,3,2,4,3,4,2,3,3,6
FD_0499,C_1244,15-04-20,Telephonic,1,3,2,4,2,2,3,5,1,3,4
FD_0500,C_0453,16-04-20,Telephonic,3,3,3,5,1,3,5,5,1,5,1
FD_0501,C_0499,16-04-20,Telephonic,3,3,5,4,2,1,1,1,4,5,6
FD_0502,C_0453,16-04-20,Mail,1,3,4,3,4,4,2,3,2,3,3
FD_0503,C_0924,16-04-20,Telephonic,5,2,1,4,3,1,2,5,2,2,4
FD_0504,C_1401,16-04-20,Mail,5,1,3,4,3,2,3,2,4,3,5
FD_0505,C_1278,17-04-20,Mail,4,2,2,5,3,2,4,4,5,1,8
FD_0506,C_1098,17-04-20,Mail,4,1,4,1,3,1,4,1,2,3,2
FD_0507,C_0179,17-04-20,Online,4,3,1,2,2,2,1,5,1,4,4
FD_0508,C_0587,18-04-20,Mail,4,4,2,3,2,1,4,1,5,1,3
FD_0509,C_0233,18-04-20,Online,2,2,2,5,1,4,4,2,5,1,5
FD_0510,C_0646,19-04-20,Online,1,2,1,3,5,3,5,1,5,3,1
FD_0511,C_0732,19-04-20,Mail,5,2,4,3,5,3,4,3,3,4,5
FD_0512,C_1357,19-04-20,Telephonic,3,1,3,3,3,1,2,1,3,5,2
FD_0513,C_1167,19-04-20,Telephonic,2,1,3,2,2,1,2,1,4,3,3
FD_0514,C_0071,19-04-20,Online,1,5,2,4,4,4,5,2,2,4,2
FD_0515,C_0412,20-04-20,Telephonic,2,1,1,1,5,4,2,4,1,2,6
FD_0516,C_0822,20-04-20,Online,4,2,5,4,5,1,5,2,2,4,7
FD_0517,C_1004,20-04-20,Online,2,1,5,4,3,4,5,1,3,1,1
FD_0518,C_0871,20-04-20,Telephonic,5,1,3,2,4,1,4,1,1,2,3
FD_0519,C_1115,21-04-20,Mail,3,5,1,5,4,5,4,3,5,3,3
FD_0520,C_1416,21-04-20,Mail,3,2,3,4,5,4,1,1,5,1,4
FD_0521,C_1479,22-04-20,Online,5,5,4,5,2,3,1,5,4,5,5
FD_0522,C_0287,22-04-20,Mail,5,3,5,2,2,4,4,1,4,2,8
FD_0523,C_0288,23-04-20,Telephonic,4,1,2,3,4,2,3,1,2,4,1
FD_0524,C_0692,23-04-20,Mail,2,5,5,2,1,5,5,5,4,4,6
FD_0525,C_1457,24-04-20,Mail,1,5,2,5,1,2,3,4,5,5,6
FD_0526,C_1203,24-04-20,Online,1,1,4,4,5,3,3,1,5,3,3
FD_0527,C_0366,24-04-20,Mail,4,1,1,1,4,2,4,4,1,5,8
FD_0528,C_0645,24-04-20,Online,2,2,5,3,3,1,3,2,4,1,6
FD_0529,C_0553,24-04-20,Mail,5,4,2,5,2,3,4,3,2,5,3
FD_0530,C_0334,25-04-20,Mail,3,5,5,5,2,2,1,5,1,1,3
FD_0531,C_1288,25-04-20,Mail,3,2,1,2,4,1,2,2,5,2,10
FD_0532,C_1328,25-04-20,Telephonic,2,5,4,2,4,5,4,1,5,5,6
FD_0533,C_0036,25-04-20,Online,3,5,4,2,1,2,1,5,1,2,1
FD_0534,C_1487,26-04-20,Online,3,4,3,2,1,5,2,1,3,4,4
FD_0535,C_0825,26-04-20,Online,4,3,5,4,1,3,1,2,1,5,4
FD_0536,C_0471,26-04-20,Telephonic,1,5,1,4,5,4,5,4,2,3,2
FD_0537,C_1077,26-04-20,Telephonic,1,3,4,3,1,5,2,1,2,5,8
FD_0538,C_0771,26-04-20,Mail,5,2,1,3,4,1,5,4,3,1,2
FD_0539,C_1423,26-04-20,Online,2,2,1,5,2,5,1,2,2,1,3
FD_0540,C_1207,27-04-20,Telephonic,5,2,5,2,5,3,3,4,3,2,7
FD_0541,C_0918,27-04-20,Telephonic,4,3,1,1,1,3,3,4,1,3,7
FD_0542,C_0849,27-04-20,Online,3,5,1,3,2,1,5,1,3,3,10
FD_0543,C_0698,27-04-20,Telephonic,2,5,5,2,5,2,4,3,3,5,5
FD_0544,C_1110,27-04-20,Online,2,2,4,2,1,5,1,5,5,4,8
FD_0545,C_1190,28-04-20,Mail,1,3,5,4,4,4,3,2,1,1,6
FD_0546,C_1191,28-04-20,Mail,1,2,5,5,2,1,1,3,1,5,1
FD_0547,C_0028,28-04-20,Online,3,4,4,3,2,2,2,5,1,3,4
FD_0548,C_0087,28-04-20,Online,1,3,5,5,1,1,2,2,4,2,8
FD_0549,C_0141,28-04-20,Mail,1,4,4,1,3,5,3,5,1,3,4
FD_0550,C_0836,28-04-20,Online,2,3,2,5,5,3,2,4,4,4,1
FD_0551,C_1385,28-04-20,Online,5,4,2,4,4,2,4,1,2,1,5
FD_0552,C_0658,29-04-20,Telephonic,2,3,5,5,3,1,2,3,1,2,8
FD_0553,C_0220,29-04-20,Mail,1,4,2,2,5,4,5,4,5,1,4
FD_0554,C_0761,29-04-20,Telephonic,1,5,2,4,2,3,4,5,5,1,7
FD_0555,C_0745,30-04-20,Mail,3,5,1,2,4,2,3,1,1,2,3
FD_0556,C_0414,30-04-20,Online,2,3,4,3,5,2,5,5,1,1,9
FD_0557,C_1232,01-05-20,Online,3,2,2,2,2,3,1,1,2,2,3
FD_0558,C_0754,01-05-20,Mail,3,1,4,4,5,4,2,5,2,2,1
FD_0559,C_1337,01-05-20,Mail,5,1,1,3,5,2,1,3,4,1,7
FD_0560,C_1347,01-05-20,Mail,4,5,5,1,2,5,3,3,4,4,8
FD_0561,C_0269,01-05-20,Online,3,1,2,5,5,4,4,4,1,5,6
FD_0562,C_0941,01-05-20,Telephonic,2,2,2,2,5,5,5,4,1,3,3
FD_0563,C_1359,02-05-20,Mail,3,3,5,3,5,5,4,4,1,3,7
FD_0564,C_0575,02-05-20,Telephonic,2,5,5,5,5,1,1,2,5,1,1
FD_0565,C_0576,02-05-20,Online,3,5,4,1,1,5,2,2,2,2,10
FD_0566,C_0180,02-05-20,Mail,4,5,3,5,4,5,1,3,3,4,8
FD_0567,C_0889,02-05-20,Mail,1,3,3,5,4,5,5,4,5,2,7
FD_0568,C_1141,02-05-20,Mail,2,5,5,4,2,1,5,3,2,4,7
FD_0569,C_0473,03-05-20,Mail,2,1,5,5,2,4,3,5,2,3,8
FD_0570,C_0474,03-05-20,Telephonic,5,3,4,1,2,5,3,1,5,1,5
FD_0571,C_1365,03-05-20,Mail,3,3,5,5,3,2,5,2,1,4,5
FD_0572,C_1366,03-05-20,Telephonic,1,5,5,4,2,2,3,5,1,4,3
FD_0573,C_0429,03-05-20,Online,3,2,1,5,1,3,5,4,4,1,2
FD_0574,C_0859,03-05-20,Telephonic,2,3,4,4,2,5,4,2,3,5,6
FD_0575,C_1010,03-05-20,Telephonic,1,4,3,1,5,3,3,3,2,1,9
FD_0576,C_1228,03-05-20,Online,1,5,1,5,5,5,1,5,4,3,7
FD_0577,C_0353,03-05-20,Online,5,1,5,3,3,5,3,4,4,3,6
FD_0578,C_0540,03-05-20,Mail,1,2,4,1,3,2,1,3,3,1,2
FD_0579,C_0674,03-05-20,Mail,2,1,3,5,5,2,2,2,2,1,5
FD_0580,C_0612,04-05-20,Mail,4,3,1,4,2,4,5,1,3,3,9
FD_0581,C_0247,04-05-20,Mail,4,1,5,3,5,3,4,3,3,2,10
FD_0582,C_0690,04-05-20,Online,5,3,4,1,2,3,1,1,2,5,10
FD_0583,C_0881,04-05-20,Online,5,3,3,1,3,4,4,3,3,4,6
FD_0584,C_0937,05-05-20,Mail,4,5,1,2,2,5,5,1,4,4,8
FD_0585,C_1110,05-05-20,Telephonic,2,4,3,3,4,4,1,1,2,2,6
FD_0586,C_0014,05-05-20,Mail,5,5,5,5,3,3,4,1,5,1,9
FD_0587,C_0922,05-05-20,Telephonic,4,1,3,2,5,3,3,2,5,5,10
FD_0588,C_1299,05-05-20,Online,4,5,2,2,2,3,2,5,1,3,4
FD_0589,C_0238,05-05-20,Online,5,5,3,4,1,4,5,1,5,2,9
FD_0590,C_0931,05-05-20,Telephonic,5,3,1,5,5,5,5,1,1,3,10
FD_0591,C_0044,05-05-20,Mail,1,4,3,1,3,5,1,5,5,5,7
FD_0592,C_0128,06-05-20,Mail,2,4,3,5,3,4,2,3,1,1,1
FD_0593,C_1107,06-05-20,Online,2,5,4,3,4,5,2,4,1,4,3
FD_0594,C_0280,06-05-20,Online,5,5,2,3,3,1,3,5,3,1,6
FD_0595,C_0352,06-05-20,Mail,4,3,5,3,5,5,3,4,5,3,8
FD_0596,C_0395,06-05-20,Online,1,3,4,3,5,2,5,1,2,3,9
FD_0597,C_0864,06-05-20,Online,2,4,5,2,1,3,2,4,1,3,5
FD_0598,C_0895,06-05-20,Telephonic,2,3,3,1,3,5,2,4,3,2,6
FD_0599,C_0716,08-05-20,Mail,3,1,2,2,5,4,2,1,5,2,5
FD_0600,C_0717,08-05-20,Telephonic,2,5,4,1,4,2,1,2,1,5,4
FD_0601,C_0858,09-05-20,Telephonic,3,3,5,1,2,4,4,3,5,4,4
FD_0602,C_0859,09-05-20,Online,5,2,4,1,3,4,4,4,2,2,1
FD_0603,C_0729,09-05-20,Mail,3,1,2,3,2,1,2,2,5,2,8
FD_0604,C_0110,09-05-20,Online,1,5,2,1,4,2,3,1,1,4,6
FD_0605,C_0202,09-05-20,Online,1,3,2,1,1,5,4,3,3,4,3
FD_0606,C_1158,10-05-20,Mail,1,4,2,1,1,4,1,5,2,3,5
FD_0607,C_0905,10-05-20,Online,4,5,4,2,3,5,4,2,5,5,8
FD_0608,C_0819,10-05-20,Mail,1,4,1,4,4,1,1,4,3,1,8
FD_0609,C_0496,10-05-20,Online,5,3,5,1,5,1,4,2,3,3,9
FD_0610,C_1163,10-05-20,Mail,1,4,3,4,3,4,3,4,5,3,3
FD_0611,C_0009,10-05-20,Mail,1,3,4,5,5,5,1,3,5,4,4
FD_0612,C_0376,11-05-20,Mail,5,2,5,1,3,3,4,5,1,1,7
FD_0613,C_0518,11-05-20,Mail,5,2,4,1,5,3,5,2,3,2,9
FD_0614,C_1446,11-05-20,Online,2,1,1,1,2,1,1,3,3,4,10
FD_0615,C_0533,12-05-20,Telephonic,5,3,1,5,3,5,2,1,5,1,5
FD_0616,C_0035,12-05-20,Online,2,2,2,5,1,3,4,5,1,4,10
FD_0617,C_0051,12-05-20,Online,1,5,5,1,3,4,5,5,4,5,10
FD_0618,C_0236,12-05-20,Telephonic,3,5,5,5,1,4,3,1,3,4,6
FD_0619,C_0489,13-05-20,Online,1,3,3,3,2,5,5,5,5,5,9
FD_0620,C_1329,13-05-20,Telephonic,5,1,5,2,2,1,1,4,5,4,6
FD_0621,C_1330,13-05-20,Online,4,2,2,2,1,2,5,2,4,3,9
FD_0622,C_0306,13-05-20,Online,3,2,5,3,3,1,4,1,4,1,5
FD_0623,C_1383,13-05-20,Mail,2,1,5,3,5,1,3,4,4,1,8
FD_0624,C_0287,13-05-20,Mail,5,1,5,3,3,1,1,5,4,3,2
FD_0625,C_0820,13-05-20,Telephonic,1,2,5,4,3,5,1,3,3,1,5
FD_0626,C_1374,14-05-20,Online,5,2,2,3,1,4,3,4,5,3,4
FD_0627,C_1114,14-05-20,Online,3,3,3,3,3,3,4,3,3,2,10
FD_0628,C_1289,14-05-20,Telephonic,1,2,1,2,5,1,1,2,3,5,7
FD_0629,C_0365,15-05-20,Mail,2,4,3,2,3,4,4,5,1,3,6
FD_0630,C_0957,15-05-20,Telephonic,4,4,2,5,1,3,3,5,2,1,4
FD_0631,C_1186,15-05-20,Online,1,5,2,1,5,3,4,5,1,5,1
FD_0632,C_1086,15-05-20,Telephonic,5,4,4,3,5,4,5,3,4,1,1
FD_0633,C_1465,15-05-20,Online,2,1,4,4,2,3,5,5,4,1,1
FD_0634,C_0323,16-05-20,Online,3,1,2,2,3,3,5,1,4,2,4
FD_0635,C_0281,16-05-20,Mail,1,2,1,5,2,2,3,3,1,1,3
FD_0636,C_0076,16-05-20,Online,3,1,1,3,1,5,1,3,5,5,4
FD_0637,C_0343,16-05-20,Mail,3,3,3,4,2,5,3,1,2,2,6
FD_0638,C_0778,17-05-20,Online,4,2,5,5,3,5,4,4,5,1,5
FD_0639,C_0121,17-05-20,Telephonic,4,4,2,2,1,2,2,5,2,2,8
FD_0640,C_1137,18-05-20,Telephonic,2,5,2,4,3,3,3,1,2,5,1
