Account_SKey,Account_ID,Customer_ID,Account_Type,Balance,Account_Open Date,Account_End Date,Status 
SA_0349,AC_0349,C_0010,Credit Card,47447.17,26-01-20, ,Closed
SA_0350,AC_0350,C_0057,Checking Account,32060.6,26-01-20,,Active
SA_0351,AC_0351,C_0058,Hire Purchase,94688.11,26-01-20,,Active
SA_0352,AC_0352,C_0059,Credit Card,19641.85,26-01-20,,Active
SA_0353,AC_0353,C_0060,Fixed Deposit,53357.54,26-01-20,,Active
SA_0354,AC_0354,C_1165,Mortgages,6674.7,26-01-20,,Active
SA_0355,AC_0355,C_1283,Checking Account,149912.28,26-01-20,,Active
SA_0356,AC_0356,C_1443,Fixed Deposit,49172.92,26-01-20,,Active
SA_0357,AC_0357,C_0730,Credit Card,39667.83,26-01-20,,Active
SA_0358,AC_0358,C_0781,Fixed Deposit,74637.96,26-01-20,,Active
SA_0359,AC_0359,C_0937,Saving Account,6395.295,26-01-20,,Active
SA_0360,AC_0360,C_0620,Certificate of Deposit,22546.515,26-01-20,,Active
SA_0361,AC_0361,C_0026,Hire Purchase,75166.74,26-01-20,,Active
SA_0362,AC_0362,C_0939,Checking Account,88070.94,26-01-20,,Active
SA_0363,AC_0363,C_0335,Saving Account,284088.99,26-01-20,,Active
SA_0364,AC_0364,C_0176,Hire Purchase,32313.23,27-01-20,10-07-21,Closed
SA_0365,AC_0365,C_0135,Debit Card,19118.76,27-01-20, ,Closed
SA_0366,AC_0366,C_1246,Saving Account,23578.96,27-01-20, ,Closed
SA_0367,AC_0367,C_1398,Hire Purchase,47468.79,27-01-20,,Active
SA_0368,AC_0368,C_0618,Mortgages,31907.44,27-01-20,26-12-21,Closed
SA_0369,AC_0369,C_0951,Fixed Deposit,56653.07,27-01-20, ,Closed
SA_0370,AC_0370,C_0653,Fixed Deposit,8261.2,27-01-20,,Active
SA_0371,AC_0371,C_1444,Saving Account,5526.87,27-01-20,,Active
SA_0372,AC_0372,C_1074,Debit Card,13849.75,27-01-20,,Active
SA_0373,AC_0373,C_1449,Certificate of Deposit,61450.2,27-01-20,,Active
SA_0374,AC_0374,C_0395,Credit Card,4477.36,27-01-20,,Active
SA_0375,AC_0375,C_0527,Certificate of Deposit,14569.22,27-01-20,,Active
SA_0376,AC_0376,C_0460,Checking Account,40369.89,27-01-20,,Active
SA_0377,AC_0377,C_0871,Hire Purchase,60345.63,27-01-20,,Active
SA_0378,AC_0378,C_0589,Mortgages,75172.875,27-01-20,,Active
SA_0379,AC_0379,C_1251,Fixed Deposit,144027.375,27-01-20,,Active
SA_0380,AC_0380,C_0059,Certificate of Deposit,160902.885,27-01-20,,Active
SA_0381,AC_0381,C_0072,Saving Account,14526.24,28-01-20, ,Closed
SA_0382,AC_0382,C_1227,Mortgages,10810.61,28-01-20,31-10-21,Closed
SA_0383,AC_0383,C_1498,Checking Account,30225.62,28-01-20,22-01-21,Closed
SA_0384,AC_0384,C_0247,Mortgages,14380.27,28-01-20,,Active
SA_0385,AC_0385,C_0061,Fixed Deposit,19630.11,28-01-20,,Active
SA_0386,AC_0386,C_0062,Credit Card,55835.66,28-01-20,,Active
SA_0387,AC_0387,C_0665,Debit Card,82950.04,28-01-20,,Active
SA_0388,AC_0388,C_1386,Hire Purchase,106071.02,28-01-20,,Active
SA_0389,AC_0389,C_0738,Mortgages,6716.04,28-01-20,,Active
SA_0390,AC_0390,C_0963,Checking Account,54809.65,29-01-20,20-09-21,Closed
SA_0391,AC_0391,C_1005,Mortgages,49490.42,29-01-20,,Active
SA_0392,AC_0392,C_0063,Fixed Deposit,44623.87,29-01-20,,Active
SA_0393,AC_0393,C_0064,Credit Card,39040.73,29-01-20,,Active
SA_0394,AC_0394,C_0065,Certificate of Deposit,4912.21,29-01-20,,Active
SA_0395,AC_0395,C_1335,Mortgages,75743.08,29-01-20,,Active
SA_0396,AC_0396,C_0501,Checking Account,18371.43,29-01-20,,Active
SA_0397,AC_0397,C_1041,Saving Account,23559.015,29-01-20,,Active
SA_0398,AC_0398,C_0440,Saving Account,39858.24,29-01-20,,Active
SA_0399,AC_0399,C_0741,Hire Purchase,70609.005,29-01-20,,Active
SA_0400,AC_0400,C_0848,Checking Account,78010.57,30-01-20, ,Closed
SA_0401,AC_0401,C_1115,Credit Card,56035.34,30-01-20, ,Closed
SA_0402,AC_0402,C_0066,Hire Purchase,85043.83,30-01-20,19-11-21,Closed
SA_0403,AC_0403,C_0066,Checking Account,53004.65,30-01-20,,Active
SA_0404,AC_0404,C_0067,Debit Card,162597.15,30-01-20,,Active
SA_0405,AC_0405,C_0068,Checking Account,60487.89,30-01-20,,Active
SA_0406,AC_0406,C_0531,Fixed Deposit,12567.26,30-01-20,,Active
SA_0407,AC_0407,C_1249,Saving Account,88416.84,30-01-20,,Active
SA_0408,AC_0408,C_0486,Credit Card,3997.98,30-01-20,,Active
SA_0409,AC_0409,C_0727,Debit Card,10451.265,30-01-20,,Active
SA_0410,AC_0410,C_0497,Certificate of Deposit,52586.955,30-01-20,,Active
SA_0411,AC_0411,C_1285,Certificate of Deposit,66935.805,30-01-20,,Active
SA_0412,AC_0412,C_0617,Mortgages,7441.87,31-01-20,30-01-21,Closed
SA_0413,AC_0413,C_0069,Checking Account,18379.01,31-01-20,,Active
SA_0414,AC_0414,C_0503,Credit Card,2467.17,31-01-20,,Active
SA_0415,AC_0415,C_0934,Hire Purchase,133173.19,31-01-20,,Active
SA_0416,AC_0416,C_0987,Hire Purchase,30792.03,31-01-20,,Active
SA_0417,AC_0417,C_0346,Fixed Deposit,399.51,31-01-20,,Active
SA_0418,AC_0418,C_0649,Fixed Deposit,30687.34,31-01-20,,Active
SA_0419,AC_0419,C_0714,Fixed Deposit,38577.66,31-01-20,,Active
SA_0420,AC_0420,C_0438,Mortgages,83402.16,31-01-20,,Active
SA_0421,AC_0421,C_0456,Debit Card,232324.185,31-01-20,,Active
SA_0422,AC_0422,C_0555,Certificate of Deposit,135163.76,01-02-20,04-01-21,Closed
SA_0423,AC_0423,C_0816,Checking Account,153566.97,01-02-20,06-01-21,Closed
SA_0424,AC_0424,C_1087,Credit Card,9987.42,01-02-20, ,Closed
SA_0425,AC_0425,C_1071,Hire Purchase,41097.46,01-02-20,,Active
SA_0426,AC_0426,C_1014,Hire Purchase,75878.51,01-02-20,17-11-21,Closed
SA_0427,AC_0427,C_1485,Credit Card,48891.91,01-02-20, ,Closed
SA_0428,AC_0428,C_0070,Credit Card,35888.1,01-02-20,,Active
SA_0429,AC_0429,C_0071,Hire Purchase,101731.87,01-02-20,,Active
SA_0430,AC_0430,C_0072,Checking Account,97201.55,01-02-20,,Active
SA_0431,AC_0431,C_0143,Certificate of Deposit,31959.46,01-02-20,,Active
SA_0432,AC_0432,C_1095,Hire Purchase,22932.94,01-02-20,,Active
SA_0433,AC_0433,C_1182,Credit Card,77113.36,01-02-20,,Active
SA_0434,AC_0434,C_0963,Mortgages,31933.56,01-02-20,,Active
SA_0435,AC_0435,C_0062,Mortgages,51689.74,01-02-20,,Active
SA_0436,AC_0436,C_0258,Hire Purchase,3840.53,01-02-20,,Active
SA_0437,AC_0437,C_0574,Certificate of Deposit,33581.76,01-02-20,,Active
SA_0438,AC_0438,C_0733,Mortgages,17189.69,01-02-20,,Active
SA_0439,AC_0439,C_0776,Credit Card,34401.95,01-02-20,,Active
SA_0440,AC_0440,C_0639,Mortgages,6085.125,01-02-20,,Active
SA_0441,AC_0441,C_1360,Mortgages,10778.385,01-02-20,,Active
SA_0442,AC_0442,C_0676,Credit Card,13591.515,01-02-20,,Active
SA_0443,AC_0443,C_0575,Saving Account,60955.695,01-02-20,,Active
SA_0444,AC_0444,C_1340,Saving Account,64764.705,01-02-20,,Active
SA_0445,AC_0445,C_0026,Hire Purchase,102039.21,01-02-20,,Active
SA_0446,AC_0446,C_0769,Hire Purchase,114493.425,01-02-20,,Active
SA_0447,AC_0447,C_0657,Credit Card,130475.52,01-02-20,,Active
SA_0448,AC_0448,C_0185,Mortgages,172190.175,01-02-20,,Active
SA_0449,AC_0449,C_0427,Credit Card,243895.725,01-02-20,,Active
SA_0450,AC_0450,C_0480,Checking Account,276872.52,01-02-20,,Active
SA_0451,AC_0451,C_0844,Mortgages,64286.39,02-02-20,,Active
SA_0452,AC_0452,C_0318,Credit Card,1537.23,02-02-20, ,Closed
SA_0453,AC_0453,C_0161,Hire Purchase,2337,02-02-20,,Active
SA_0454,AC_0454,C_0073,Checking Account,4735.8,02-02-20,,Active
SA_0455,AC_0455,C_0074,Mortgages,14569.22,02-02-20,,Active
SA_0456,AC_0456,C_0075,Mortgages,19366.89,02-02-20,,Active
SA_0457,AC_0457,C_1154,Certificate of Deposit,32867.5,02-02-20,,Active
SA_0458,AC_0458,C_0601,Hire Purchase,18601.06,02-02-20,,Active
SA_0459,AC_0459,C_0657,Saving Account,17127.23,02-02-20,,Active
SA_0460,AC_0460,C_0160,Certificate of Deposit,34786.14,02-02-20,,Active
SA_0461,AC_0461,C_0765,Fixed Deposit,63614.835,02-02-20,,Active
SA_0462,AC_0462,C_0885,Credit Card,81515.715,02-02-20,,Active
SA_0463,AC_0463,C_1214,Certificate of Deposit,83580.555,02-02-20,,Active
SA_0464,AC_0464,C_0483,Fixed Deposit,122586.975,02-02-20,,Active
SA_0465,AC_0465,C_0980,Debit Card,140723.05,03-02-20,31-05-21,Closed
SA_0466,AC_0466,C_0076,Debit Card,86123,03-02-20,,Active
SA_0467,AC_0467,C_0077,Debit Card,63230.57,03-02-20,,Active
SA_0468,AC_0468,C_0078,Saving Account,55601.44,03-02-20,,Active
SA_0469,AC_0469,C_0580,Certificate of Deposit,19510.11,03-02-20,,Active
SA_0470,AC_0470,C_0691,Credit Card,86892.69,03-02-20,,Active
SA_0471,AC_0471,C_0871,Certificate of Deposit,42409.89,03-02-20,,Active
SA_0472,AC_0472,C_0551,Credit Card,38577.66,03-02-20,,Active
SA_0473,AC_0473,C_0654,Checking Account,10903.24,03-02-20,,Active
SA_0474,AC_0474,C_0592,Saving Account,23550.21,03-02-20,,Active
SA_0475,AC_0475,C_0671,Saving Account,26311.59,03-02-20,,Active
SA_0476,AC_0476,C_0695,Hire Purchase,165788.4,03-02-20,,Active
SA_0477,AC_0477,C_0283,Hire Purchase,199213.77,03-02-20,,Active
SA_0478,AC_0478,C_0687,Debit Card,401.13,04-02-20, ,Closed
SA_0479,AC_0479,C_0239,Certificate of Deposit,11880.47,04-02-20,03-10-21,Closed
SA_0480,AC_0480,C_1143,Mortgages,21997.45,04-02-20,,Active
SA_0481,AC_0481,C_0920,Credit Card,50104.04,04-02-20, ,Closed
SA_0482,AC_0482,C_0452,Saving Account,32106.88,04-02-20, ,Closed
SA_0483,AC_0483,C_0079,Credit Card,4403.78,04-02-20,,Active
SA_0484,AC_0484,C_0915,Debit Card,38096.55,04-02-20,,Active
SA_0485,AC_0485,C_0930,Hire Purchase,23159.95,04-02-20,,Active
SA_0486,AC_0486,C_0306,Fixed Deposit,20162.2,04-02-20,,Active
SA_0487,AC_0487,C_1319,Credit Card,1312.905,04-02-20,,Active
SA_0488,AC_0488,C_0567,Saving Account,49758.6,04-02-20,,Active
SA_0489,AC_0489,C_1192,Saving Account,55035.735,04-02-20,,Active
SA_0490,AC_0490,C_0816,Credit Card,99128.745,04-02-20,,Active
SA_0491,AC_0491,C_0604,Fixed Deposit,133681.38,04-02-20,,Active
SA_0492,AC_0492,C_0907,Certificate of Deposit,71446.54,05-02-20,19-04-21,Closed
SA_0493,AC_0493,C_1104,Fixed Deposit,8365.04,05-02-20,,Active
SA_0494,AC_0494,C_0772,Saving Account,14748.59,05-02-20, ,Closed
SA_0495,AC_0495,C_0135,Hire Purchase,131464.91,05-02-20,20-07-21,Closed
SA_0496,AC_0496,C_0161,Fixed Deposit,3790.23,05-02-20,,Active
SA_0497,AC_0497,C_0227,Saving Account,27287.49,05-02-20, ,Closed
SA_0498,AC_0498,C_0080,Certificate of Deposit,34324.69,05-02-20,,Active
SA_0499,AC_0499,C_0757,Fixed Deposit,33611.35,05-02-20,,Active
SA_0500,AC_0500,C_1267,Certificate of Deposit,92198.05,05-02-20,,Active
SA_0501,AC_0501,C_0115,Mortgages,781.84,05-02-20,,Active
SA_0502,AC_0502,C_0797,Debit Card,47422.55,05-02-20,,Active
SA_0503,AC_0503,C_1468,Debit Card,9707.85,05-02-20,,Active
SA_0504,AC_0504,C_0690,Fixed Deposit,21853.83,05-02-20,,Active
SA_0505,AC_0505,C_0067,Saving Account,24155.415,05-02-20,,Active
SA_0506,AC_0506,C_0664,Checking Account,24940.725,05-02-20,,Active
SA_0507,AC_0507,C_0067,Mortgages,68317.53,05-02-20,,Active
SA_0508,AC_0508,C_0630,Credit Card,117704.595,05-02-20,,Active
SA_0509,AC_0509,C_0422,Fixed Deposit,289512.78,05-02-20,,Active
SA_0510,AC_0510,C_1266,Hire Purchase,15208.44,06-02-20,18-10-21,Closed
SA_0511,AC_0511,C_0081,Certificate of Deposit,49350.39,06-02-20,,Active
SA_0512,AC_0512,C_0082,Credit Card,10273.77,06-02-20,,Active
SA_0513,AC_0513,C_0083,Mortgages,105695.88,06-02-20,,Active
SA_0514,AC_0514,C_0084,Credit Card,16717.11,06-02-20,,Active
SA_0515,AC_0515,C_0085,Mortgages,193441.23,06-02-20,,Active
SA_0516,AC_0516,C_0086,Certificate of Deposit,80189.9,06-02-20,,Active
SA_0517,AC_0517,C_0859,Hire Purchase,32281.62,06-02-20,,Active
SA_0518,AC_0518,C_0490,Fixed Deposit,53540.79,06-02-20,,Active
SA_0519,AC_0519,C_0831,Certificate of Deposit,94384.935,06-02-20,,Active
SA_0520,AC_0520,C_0167,Certificate of Deposit,19064.65,07-02-20,,Active
SA_0521,AC_0521,C_0398,Fixed Deposit,36603.02,07-02-20,02-11-21,Closed
SA_0522,AC_0522,C_0286,Certificate of Deposit,142461.87,07-02-20,04-09-21,Closed
SA_0523,AC_0523,C_0495,Credit Card,111961.53,07-02-20,17-02-21,Closed
SA_0524,AC_0524,C_0042,Hire Purchase,9695.7,07-02-20,01-04-21,Closed
SA_0525,AC_0525,C_0930,Hire Purchase,21314.68,07-02-20,29-07-21,Closed
SA_0526,AC_0526,C_0449,Credit Card,38139.7,07-02-20, ,Closed
SA_0527,AC_0527,C_0087,Checking Account,192029.19,07-02-20,,Active
SA_0528,AC_0528,C_0088,Mortgages,29990.71,07-02-20,,Active
SA_0529,AC_0529,C_0089,Certificate of Deposit,48502.88,07-02-20,,Active
SA_0530,AC_0530,C_0090,Debit Card,91216.49,07-02-20,,Active
SA_0531,AC_0531,C_0091,Mortgages,44066.67,07-02-20,,Active
SA_0532,AC_0532,C_0654,Mortgages,10369.95,07-02-20,,Active
SA_0533,AC_0533,C_0813,Checking Account,44034.26,07-02-20,,Active
SA_0534,AC_0534,C_1426,Hire Purchase,48266.76,07-02-20,,Active
SA_0535,AC_0535,C_0374,Debit Card,96673.11,07-02-20,,Active
SA_0536,AC_0536,C_0740,Certificate of Deposit,22808.73,07-02-20,,Active
SA_0537,AC_0537,C_0769,Saving Account,6631.7,07-02-20,,Active
SA_0538,AC_0538,C_0920,Mortgages,22349.91,07-02-20,,Active
SA_0539,AC_0539,C_1108,Debit Card,24988.14,07-02-20,,Active
SA_0540,AC_0540,C_0953,Mortgages,74386.335,07-02-20,,Active
SA_0541,AC_0541,C_0838,Hire Purchase,140035.92,07-02-20,,Active
SA_0542,AC_0542,C_1113,Hire Purchase,252012.255,07-02-20,,Active
SA_0543,AC_0543,C_0998,Saving Account,272521.485,07-02-20,,Active
SA_0544,AC_0544,C_0397,Fixed Deposit,9780.79,08-02-20, ,Closed
SA_0545,AC_0545,C_0073,Saving Account,124232.17,08-02-20,24-07-21,Closed
SA_0546,AC_0546,C_0092,Fixed Deposit,29654.53,08-02-20,,Active
SA_0547,AC_0547,C_0093,Checking Account,154882.79,08-02-20,,Active
SA_0548,AC_0548,C_0094,Certificate of Deposit,24064.3,08-02-20,,Active
SA_0549,AC_0549,C_0095,Mortgages,189703.65,08-02-20,,Active
SA_0550,AC_0550,C_0096,Credit Card,69979.67,08-02-20,,Active
SA_0551,AC_0551,C_0097,Fixed Deposit,35076.06,08-02-20,,Active
SA_0552,AC_0552,C_0098,Certificate of Deposit,38577.66,08-02-20,,Active
SA_0553,AC_0553,C_0099,Checking Account,145411.39,08-02-20,,Active
SA_0554,AC_0554,C_1339,Checking Account,198017.05,08-02-20,,Active
SA_0555,AC_0555,C_1186,Saving Account,47211.31,08-02-20,,Active
SA_0556,AC_0556,C_0660,Saving Account,19744.49,08-02-20,,Active
SA_0557,AC_0557,C_0630,Certificate of Deposit,8779.23,08-02-20,,Active
SA_0558,AC_0558,C_1063,Hire Purchase,10299.465,08-02-20,,Active
SA_0559,AC_0559,C_0781,Mortgages,14028.18,08-02-20,,Active
SA_0560,AC_0560,C_0016,Mortgages,22546.515,08-02-20,,Active
SA_0561,AC_0561,C_0734,Certificate of Deposit,64764.705,08-02-20,,Active
SA_0562,AC_0562,C_1417,Hire Purchase,201790.305,08-02-20,,Active
SA_0563,AC_0563,C_0182,Debit Card,30914.02,09-02-20, ,Closed
SA_0564,AC_0564,C_0431,Hire Purchase,25489.13,09-02-20,17-09-21,Closed
SA_0565,AC_0565,C_0256,Saving Account,6016.04,09-02-20, ,Closed
SA_0566,AC_0566,C_0747,Hire Purchase,196079.32,09-02-20,,Active
SA_0567,AC_0567,C_0353,Debit Card,59957.08,09-02-20, ,Closed
SA_0568,AC_0568,C_0380,Checking Account,48712.33,09-02-20, ,Closed
SA_0569,AC_0569,C_0100,Credit Card,26913.26,09-02-20,,Active
SA_0570,AC_0570,C_0101,Saving Account,96673.11,09-02-20,,Active
SA_0571,AC_0571,C_0830,Credit Card,21607.48,09-02-20,,Active
SA_0572,AC_0572,C_1199,Credit Card,4387.05,10-02-20,13-09-21,Closed
SA_0573,AC_0573,C_0144,Certificate of Deposit,19269.63,10-02-20,10-07-21,Closed
SA_0574,AC_0574,C_0530,Saving Account,70179.91,10-02-20, ,Closed
SA_0575,AC_0575,C_0102,Debit Card,17007.15,10-02-20,,Active
SA_0576,AC_0576,C_0459,Debit Card,145411.39,10-02-20,,Active
SA_0577,AC_0577,C_1093,Debit Card,8313.86,10-02-20,,Active
SA_0578,AC_0578,C_0916,Hire Purchase,14273.21,10-02-20,,Active
SA_0579,AC_0579,C_0090,Checking Account,83595.79,10-02-20,,Active
SA_0580,AC_0580,C_0506,Saving Account,3700.755,10-02-20,,Active
SA_0581,AC_0581,C_0352,Checking Account,6605.67,10-02-20,,Active
SA_0582,AC_0582,C_0599,Credit Card,8567.145,10-02-20,,Active
SA_0583,AC_0583,C_0306,Mortgages,55064.85,10-02-20,,Active
SA_0584,AC_0584,C_0255,Hire Purchase,116606.79,10-02-20,,Active
SA_0585,AC_0585,C_0964,Debit Card,29417.52,11-02-20, ,Closed
SA_0586,AC_0586,C_0455,Fixed Deposit,30822.55,11-02-20,15-07-21,Closed
SA_0587,AC_0587,C_0568,Saving Account,62064.73,11-02-20, ,Closed
SA_0588,AC_0588,C_0882,Hire Purchase,899.97,11-02-20,07-11-21,Closed
SA_0589,AC_0589,C_0295,Saving Account,37322.47,11-02-20, ,Closed
SA_0590,AC_0590,C_0519,Credit Card,70407.91,11-02-20,10-12-21,Closed
SA_0591,AC_0591,C_0103,Checking Account,106172.13,11-02-20,,Active
SA_0592,AC_0592,C_0104,Checking Account,86073.84,11-02-20,,Active
SA_0593,AC_0593,C_0105,Hire Purchase,52411.99,11-02-20,,Active
SA_0594,AC_0594,C_0106,Mortgages,33336.87,11-02-20,,Active
SA_0595,AC_0595,C_0876,Hire Purchase,15690.97,11-02-20,,Active
SA_0596,AC_0596,C_1463,Hire Purchase,42984.36,11-02-20,,Active
SA_0597,AC_0597,C_0592,Debit Card,43234.21,11-02-20,,Active
SA_0598,AC_0598,C_0959,Hire Purchase,11612.07,11-02-20,,Active
SA_0599,AC_0599,C_0897,Saving Account,16362.495,11-02-20,,Active
SA_0600,AC_0600,C_0935,Checking Account,53798.31,11-02-20,,Active
SA_0601,AC_0601,C_1312,Certificate of Deposit,75932.505,11-02-20,,Active
SA_0602,AC_0602,C_0694,Fixed Deposit,80871.165,11-02-20,,Active
SA_0603,AC_0603,C_1198,Mortgages,20815.73,12-02-20,,Active
SA_0604,AC_0604,C_0775,Certificate of Deposit,69.01,12-02-20,14-12-21,Closed
SA_0605,AC_0605,C_0808,Hire Purchase,37768.87,12-02-20,,Active
SA_0606,AC_0606,C_0877,Certificate of Deposit,12483.24,12-02-20,08-05-21,Closed
SA_0607,AC_0607,C_0309,Saving Account,16111.39,12-02-20, ,Closed
SA_0608,AC_0608,C_0107,Debit Card,25417.31,12-02-20,,Active
SA_0609,AC_0609,C_0108,Saving Account,47942.04,12-02-20,,Active
SA_0610,AC_0610,C_0109,Mortgages,18190.48,12-02-20,,Active
SA_0611,AC_0611,C_0380,Debit Card,14042.25,12-02-20,,Active
SA_0612,AC_0612,C_0777,Hire Purchase,6729.3,12-02-20,,Active
SA_0613,AC_0613,C_0987,Credit Card,13299.35,12-02-20,,Active
SA_0614,AC_0614,C_0576,Checking Account,15013.76,12-02-20,,Active
SA_0615,AC_0615,C_0638,Hire Purchase,177524.19,12-02-20,,Active
SA_0616,AC_0616,C_0115,Mortgages,58154.535,12-02-20,,Active
SA_0617,AC_0617,C_0050,Hire Purchase,80032.11,12-02-20,,Active
SA_0618,AC_0618,C_0835,Fixed Deposit,83073.465,12-02-20,,Active
SA_0619,AC_0619,C_0565,Certificate of Deposit,21282.52,13-02-20,10-11-21,Closed
SA_0620,AC_0620,C_0221,Credit Card,2575.63,13-02-20, ,Closed
SA_0621,AC_0621,C_1349,Debit Card,79715.05,13-02-20, ,Closed
SA_0622,AC_0622,C_1046,Debit Card,39445.7,13-02-20, ,Closed
SA_0623,AC_0623,C_0110,Certificate of Deposit,19160.55,13-02-20,,Active
SA_0624,AC_0624,C_0111,Hire Purchase,37670.59,13-02-20,,Active
SA_0625,AC_0625,C_0112,Fixed Deposit,32051.33,13-02-20,,Active
SA_0626,AC_0626,C_0728,Hire Purchase,33299.64,13-02-20,,Active
SA_0627,AC_0627,C_0432,Credit Card,39324.22,13-02-20,,Active
SA_0628,AC_0628,C_1431,Checking Account,47359.83,13-02-20,,Active
SA_0629,AC_0629,C_0902,Checking Account,38704.52,13-02-20,,Active
SA_0630,AC_0630,C_0899,Mortgages,47704.38,13-02-20,,Active
SA_0631,AC_0631,C_0320,Credit Card,53011.56,13-02-20,,Active
SA_0632,AC_0632,C_0495,Fixed Deposit,74409.045,13-02-20,,Active
SA_0633,AC_0633,C_1394,Debit Card,97283.13,13-02-20,,Active
SA_0634,AC_0634,C_0005,Mortgages,19076.5,14-02-20,14-10-21,Closed
SA_0635,AC_0635,C_0339,Checking Account,23308.43,14-02-20,29-04-21,Closed
SA_0636,AC_0636,C_0127,Fixed Deposit,10481.48,14-02-20, ,Closed
SA_0637,AC_0637,C_0113,Saving Account,75743.08,14-02-20,,Active
SA_0638,AC_0638,C_0491,Hire Purchase,11738.7,14-02-20,,Active
SA_0639,AC_0639,C_1499,Credit Card,40691.52,14-02-20,,Active
SA_0640,AC_0640,C_0163,Fixed Deposit,21827.12,14-02-20,,Active
SA_0641,AC_0641,C_0712,Debit Card,54104.73,14-02-20,,Active
SA_0642,AC_0642,C_0727,Hire Purchase,37670.59,14-02-20,,Active
SA_0643,AC_0643,C_0860,Certificate of Deposit,28360.785,14-02-20,,Active
SA_0644,AC_0644,C_0912,Mortgages,237403.26,14-02-20,,Active
SA_0645,AC_0645,C_1327,Credit Card,25191.07,15-02-20, ,Closed
SA_0646,AC_0646,C_0323,Hire Purchase,149684.4,15-02-20,29-07-21,Closed
SA_0647,AC_0647,C_0337,Hire Purchase,35190.96,15-02-20,09-10-21,Closed
SA_0648,AC_0648,C_0561,Credit Card,11150.82,15-02-20,26-06-21,Closed
SA_0649,AC_0649,C_0764,Certificate of Deposit,10508.74,15-02-20,,Active
SA_0650,AC_0650,C_0406,Fixed Deposit,31153.14,15-02-20, ,Closed
SA_0651,AC_0651,C_1199,Fixed Deposit,39352.22,15-02-20, ,Closed
SA_0652,AC_0652,C_0560,Mortgages,46243.31,15-02-20,24-01-21,Closed
SA_0653,AC_0653,C_0574,Credit Card,9438.06,15-02-20,,Active
SA_0654,AC_0654,C_0815,Checking Account,2116.85,15-02-20,,Active
SA_0655,AC_0655,C_0596,Checking Account,33234.66,15-02-20,,Active
SA_0656,AC_0656,C_1105,Fixed Deposit,18150.13,15-02-20,,Active
SA_0657,AC_0657,C_0982,Certificate of Deposit,26735.475,15-02-20,,Active
SA_0658,AC_0658,C_0716,Credit Card,40369.89,15-02-20,,Active
SA_0659,AC_0659,C_1101,Debit Card,61796.49,15-02-20,,Active
SA_0660,AC_0660,C_0647,Mortgages,48457.18,16-02-20,18-12-21,Closed
SA_0661,AC_0661,C_0117,Saving Account,57272.58,16-02-20,26-03-21,Closed
SA_0662,AC_0662,C_0114,Fixed Deposit,20981.07,16-02-20,,Active
SA_0663,AC_0663,C_0115,Credit Card,56695.35,16-02-20,,Active
SA_0664,AC_0664,C_0584,Saving Account,9875.43,16-02-20,,Active
SA_0665,AC_0665,C_1299,Hire Purchase,63230.57,16-02-20,,Active
SA_0666,AC_0666,C_0050,Credit Card,53354.74,16-02-20,,Active
SA_0667,AC_0667,C_0401,Certificate of Deposit,51090.19,16-02-20,,Active
SA_0668,AC_0668,C_1367,Mortgages,18822.315,16-02-20,,Active
SA_0669,AC_0669,C_1373,Checking Account,68988.24,16-02-20,,Active
SA_0670,AC_0670,C_0476,Credit Card,113614.62,16-02-20,,Active
SA_0671,AC_0671,C_0632,Checking Account,144043.35,16-02-20,,Active
SA_0672,AC_0672,C_0371,Certificate of Deposit,6288.73,17-02-20,,Active
SA_0673,AC_0673,C_0116,Credit Card,85992.59,17-02-20,,Active
SA_0674,AC_0674,C_0117,Fixed Deposit,17189.69,17-02-20,,Active
SA_0675,AC_0675,C_0118,Saving Account,43176.47,17-02-20,,Active
SA_0676,AC_0676,C_0119,Checking Account,113533.08,17-02-20,,Active
SA_0677,AC_0677,C_0866,Saving Account,101994.01,17-02-20,,Active
SA_0678,AC_0678,C_0206,Mortgages,102975.72,17-02-20,,Active
SA_0679,AC_0679,C_0887,Hire Purchase,10188.53,17-02-20,,Active
SA_0680,AC_0680,C_0038,Credit Card,158268.84,17-02-20,,Active
SA_0681,AC_0681,C_0675,Checking Account,4673.235,17-02-20,,Active
SA_0682,AC_0682,C_1165,Checking Account,96723.24,17-02-20,,Active
SA_0683,AC_0683,C_1214,Credit Card,113003.52,17-02-20,,Active
SA_0684,AC_0684,C_1311,Checking Account,29774.99,18-02-20, ,Closed
SA_0685,AC_0685,C_1200,Hire Purchase,27732.99,18-02-20,,Active
SA_0686,AC_0686,C_0120,Mortgages,26768.44,18-02-20,,Active
SA_0687,AC_0687,C_0978,Checking Account,9679.91,18-02-20,,Active
