Customer_Skey,Customer_ID,Branch_ID,Employee_ID,Age,Age_Level,Occupation,Income,Income_Level,Record_Created Datetime,Record_Modifed Datetime
SC_1205,C_1205,B_4,E_055,48,Middle Aged,Self-employed,225172,Highest tax brackets,22-03-21,
SC_1206,C_1206,B_6,E_076,76,Senior,Retired,125905,Middle class,23-03-21,
SC_1207,C_1207,B_4,E_055,47,Middle Aged,Self-employed,165007,High income,23-03-21,
SC_1208,C_1208,B_3,E_074,34,Middle Aged,Employed,165346,High income,23-03-21,
SC_1209,C_1209,B_3,E_075,48,Middle Aged,Employed,37655,Low income,24-03-21,
SC_1210,C_1210,B_8,E_090,25,Adult,Student,172047,High income,24-03-21,
SC_1211,C_1211,B_7,E_022,11,Youth,Student,178530,High income,24-03-21,
SC_1212,C_1212,B_5,E_121,20,Adult,Unemployed,347491,Highest tax brackets,24-03-21,
SC_1213,C_1213,B_13,E_026,24,Adult,Student,20804,Low income,25-03-21,
SC_1214,C_1214,B_2,E_049,14,Youth,Student,111019,Middle class,25-03-21,
SC_1215,C_1215,B_1,E_077,43,Middle Aged,Self-employed,163826,High income,26-03-21,
SC_1216,C_1216,B_4,E_039,37,Middle Aged,Self-employed,117023,Middle class,26-03-21,
SC_1217,C_1217,B_1,E_139,9,Youth,Student,28198,Low income,26-03-21,
SC_1218,C_1218,B_2,E_098,8,Youth,Student,150025,High income,26-03-21,
SC_1219,C_1219,B_12,E_016,45,Middle Aged,Employed,176215,High income,26-03-21,
SC_1220,C_1220,B_3,E_027,21,Adult,Employed,166062,High income,27-03-21,
SC_1221,C_1221,B_13,E_026,56,Middle Aged,Self-employed,28568,Low income,27-03-21,
SC_1222,C_1222,B_7,E_015,83,Senior,Self-employed,53833,Middle class,27-03-21,
SC_1223,C_1223,B_8,E_066,26,Adult,Student,21996,Low income,27-03-21,
SC_1224,C_1224,B_10,E_104,15,Youth,Student,30901,Low income,27-03-21,
SC_1225,C_1225,B_8,E_128,26,Adult,Employed,353083,Highest tax brackets,27-03-21,
SC_1226,C_1226,B_15,E_064,25,Adult,Student,25799,Low income,27-03-21,
SC_1227,C_1227,B_7,E_056,21,Adult,Student,28317,Low income,27-03-21,
SC_1228,C_1228,B_7,E_130,23,Adult,Student,185413,High income,27-03-21,
SC_1229,C_1229,B_15,E_088,37,Middle Aged,Employed,207513,Highest tax brackets,28-03-21,
SC_1230,C_1230,B_8,E_051,58,Middle Aged,Self-employed,56213,Middle class,28-03-21,
SC_1231,C_1231,B_6,E_033,39,Middle Aged,Employed,100961,Middle class,28-03-21,
SC_1232,C_1232,B_13,E_026,40,Middle Aged,Employed,51700,Middle class,29-03-21,
SC_1233,C_1233,B_4,E_039,15,Youth,Student,199224,High income,29-03-21,
SC_1234,C_1234,B_3,E_134,15,Youth,Student,70055,Middle class,29-03-21,
SC_1235,C_1235,B_2,E_117,53,Middle Aged,Self-employed,183683,High income,30-03-21,
SC_1236,C_1236,B_11,E_120,39,Middle Aged,Self-employed,45868,Middle class,30-03-21,
SC_1237,C_1237,B_7,E_048,29,Adult,Employed,94706,Middle class,30-03-21,
SC_1238,C_1238,B_1,E_133,19,Adult,Student,32218,Low income,31-03-21,
SC_1239,C_1239,B_7,E_015,33,Middle Aged,Self-employed,226976,Highest tax brackets,31-03-21,
SC_1240,C_1240,B_2,E_049,15,Youth,Student,26267,Low income,01-04-21,
SC_1241,C_1241,B_13,E_110,50,Middle Aged,Self-employed,135056,Middle class,01-04-21,
SC_1242,C_1242,B_8,E_046,15,Youth,Student,148380,Upper middle class,01-04-21,
SC_1243,C_1243,B_6,E_065,11,Youth,Student,27071,Low income,01-04-21,
SC_1244,C_1244,B_8,E_138,22,Adult,Unemployed,166220,High income,02-04-21,
SC_1245,C_1245,B_8,E_090,25,Adult,Student,22980,Low income,03-04-21,
SC_1246,C_1246,B_1,E_077,57,Middle Aged,Employed,172652,High income,03-04-21,
SC_1247,C_1247,B_2,E_098,52,Middle Aged,Self-employed,204796,Highest tax brackets,04-04-21,
SC_1248,C_1248,B_3,E_027,13,Youth,Student,186634,High income,04-04-21,
SC_1249,C_1249,B_6,E_065,38,Middle Aged,Self-employed,106672,Middle class,04-04-21,
SC_1250,C_1250,B_2,E_005,13,Youth,Student,135339,Middle class,04-04-21,
SC_1251,C_1251,B_8,E_135,24,Adult,Unemployed,287547,Highest tax brackets,05-04-21,
SC_1252,C_1252,B_4,E_103,28,Adult,Unemployed,197583,High income,05-04-21,
SC_1253,C_1253,B_8,E_083,26,Adult,Student,159737,High income,05-04-21,
SC_1254,C_1254,B_15,E_091,53,Middle Aged,Self-employed,252217,Highest tax brackets,05-04-21,
SC_1255,C_1255,B_14,E_052,14,Youth,Student,20246,Low income,05-04-21,
SC_1256,C_1256,B_9,E_086,34,Middle Aged,Self-employed,123031,Middle class,07-04-21,
SC_1257,C_1257,B_7,E_050,40,Middle Aged,Self-employed,226296,Highest tax brackets,07-04-21,
SC_1258,C_1258,B_7,E_146,8,Youth,Student,23203,Low income,09-04-21,
SC_1259,C_1259,B_2,E_049,48,Middle Aged,Employed,233779,Highest tax brackets,09-04-21,
SC_1260,C_1260,B_7,E_022,69,Senior,Self-employed,152328,High income,10-04-21,
SC_1261,C_1261,B_12,E_016,57,Middle Aged,Employed,481987,Highest tax brackets,10-04-21,
SC_1262,C_1262,B_8,E_135,74,Senior,Self-employed,107563,Middle class,11-04-21,
SC_1263,C_1263,B_14,E_069,29,Adult,Employed,184806,High income,11-04-21,
SC_1264,C_1264,B_14,E_119,23,Adult,Employed,188850,High income,11-04-21,
SC_1265,C_1265,B_3,E_096,90,Senior,Self-employed,127573,Middle class,11-04-21,
SC_1266,C_1266,B_5,E_121,28,Adult,Unemployed,72443,Middle class,12-04-21,
SC_1267,C_1267,B_9,E_087,9,Youth,Student,142080,Upper middle class,13-04-21,
SC_1268,C_1268,B_8,E_083,23,Adult,Unemployed,143353,Upper middle class,13-04-21,
SC_1269,C_1269,B_8,E_093,18,Adult,Unemployed,172433,High income,13-04-21,
SC_1270,C_1270,B_13,E_068,59,Middle Aged,Employed,67874,Middle class,14-04-21,
SC_1271,C_1271,B_11,E_120,10,Youth,Student,41557,Low income,14-04-21,
SC_1272,C_1272,B_11,E_084,59,Middle Aged,Employed,370498,Highest tax brackets,15-04-21,
SC_1273,C_1273,B_14,E_095,9,Youth,Student,140513,Upper middle class,17-04-21,
SC_1274,C_1274,B_7,E_097,47,Middle Aged,Self-employed,193882,High income,18-04-21,
SC_1275,C_1275,B_2,E_117,68,Senior,Self-employed,289909,Highest tax brackets,18-04-21,
SC_1276,C_1276,B_13,E_111,32,Middle Aged,Employed,284078,Highest tax brackets,18-04-21,
SC_1277,C_1277,B_9,E_072,36,Middle Aged,Self-employed,83953,Middle class,19-04-21,
SC_1278,C_1278,B_12,E_009,48,Middle Aged,Employed,167380,High income,19-04-21,
SC_1279,C_1279,B_11,E_120,42,Middle Aged,Self-employed,112761,Middle class,20-04-21,
SC_1280,C_1280,B_2,E_143,47,Middle Aged,Self-employed,420040,Highest tax brackets,20-04-21,
SC_1281,C_1281,B_14,E_102,89,Senior,Self-employed,42900,Low income,21-04-21,
SC_1282,C_1282,B_3,E_096,13,Youth,Student,32086,Low income,22-04-21,
SC_1283,C_1283,B_5,E_107,59,Middle Aged,Self-employed,291181,Highest tax brackets,22-04-21,
SC_1284,C_1284,B_10,E_145,20,Adult,Unemployed,71009,Middle class,22-04-21,
SC_1285,C_1285,B_4,E_094,10,Youth,Student,20076,Low income,22-04-21,
SC_1286,C_1286,B_11,E_084,43,Middle Aged,Employed,133336,Middle class,22-04-21,
SC_1287,C_1287,B_4,E_094,54,Middle Aged,Employed,166193,High income,23-04-21,
SC_1288,C_1288,B_14,E_069,23,Adult,Unemployed,240229,Highest tax brackets,23-04-21,
SC_1289,C_1289,B_9,E_118,29,Adult,Employed,334032,Highest tax brackets,24-04-21,
SC_1290,C_1290,B_8,E_083,51,Middle Aged,Self-employed,184901,High income,24-04-21,
SC_1291,C_1291,B_11,E_120,31,Middle Aged,Self-employed,132912,Middle class,24-04-21,
SC_1292,C_1292,B_11,E_126,59,Middle Aged,Employed,217290,Highest tax brackets,25-04-21,
SC_1293,C_1293,B_7,E_146,21,Adult,Employed,184655,High income,25-04-21,
SC_1294,C_1294,B_8,E_083,18,Adult,Student,24273,Low income,25-04-21,
SC_1295,C_1295,B_5,E_024,23,Adult,Unemployed,279344,Highest tax brackets,25-04-21,
SC_1296,C_1296,B_5,E_121,16,Youth,Student,166691,High income,26-04-21,
SC_1297,C_1297,B_3,E_074,34,Middle Aged,Employed,154374,High income,26-04-21,
SC_1298,C_1298,B_6,E_140,18,Adult,Unemployed,31740,Low income,28-04-21,
SC_1299,C_1299,B_1,E_115,19,Adult,Student,129396,Middle class,28-04-21,
SC_1300,C_1300,B_7,E_097,10,Youth,Student,195015,High income,29-04-21,
SC_1301,C_1301,B_5,E_116,16,Youth,Student,187431,High income,29-04-21,
SC_1302,C_1302,B_5,E_024,21,Adult,Employed,259087,Highest tax brackets,30-04-21,
SC_1303,C_1303,B_7,E_067,16,Youth,Student,62428,Middle class,30-04-21,
SC_1304,C_1304,B_14,E_030,79,Senior,Retired,77572,Middle class,01-05-21,
SC_1305,C_1305,B_15,E_113,37,Middle Aged,Self-employed,245402,Highest tax brackets,01-05-21,
SC_1306,C_1306,B_7,E_058,23,Adult,Unemployed,201117,Highest tax brackets,01-05-21,
SC_1307,C_1307,B_10,E_104,15,Youth,Student,36779,Low income,02-05-21,
SC_1308,C_1308,B_4,E_039,26,Adult,Employed,177028,High income,02-05-21,
SC_1309,C_1309,B_1,E_077,28,Adult,Unemployed,106306,Middle class,02-05-21,
SC_1310,C_1310,B_11,E_126,34,Middle Aged,Employed,101582,Middle class,02-05-21,
SC_1311,C_1311,B_8,E_090,16,Youth,Student,158357,High income,03-05-21,
SC_1312,C_1312,B_5,E_108,88,Senior,Self-employed,377850,Highest tax brackets,03-05-21,
SC_1313,C_1313,B_12,E_057,42,Middle Aged,Employed,207443,Highest tax brackets,03-05-21,
SC_1314,C_1314,B_11,E_040,28,Adult,Unemployed,130959,Middle class,04-05-21,
SC_1315,C_1315,B_4,E_055,24,Adult,Employed,112497,Middle class,04-05-21,
SC_1316,C_1316,B_12,E_036,20,Adult,Student,190545,High income,04-05-21,
SC_1317,C_1317,B_12,E_131,58,Middle Aged,Employed,114292,Middle class,04-05-21,
SC_1318,C_1318,B_3,E_028,24,Adult,Student,75171,Middle class,04-05-21,
SC_1319,C_1319,B_1,E_122,63,Senior,Retired,312939,Highest tax brackets,05-05-21,
SC_1320,C_1320,B_5,E_121,23,Adult,Unemployed,52870,Middle class,05-05-21,
SC_1321,C_1321,B_13,E_111,20,Adult,Employed,174947,High income,05-05-21,
SC_1322,C_1322,B_8,E_138,27,Adult,Unemployed,106069,Middle class,06-05-21,
SC_1323,C_1323,B_13,E_045,20,Adult,Student,29869,Low income,06-05-21,
SC_1324,C_1324,B_6,E_140,28,Adult,Unemployed,392812,Highest tax brackets,07-05-21,
SC_1325,C_1325,B_6,E_065,87,Senior,Self-employed,117932,Middle class,07-05-21,
SC_1326,C_1326,B_11,E_004,59,Middle Aged,Employed,135527,Middle class,07-05-21,
SC_1327,C_1327,B_11,E_040,46,Middle Aged,Employed,135158,Middle class,07-05-21,
SC_1328,C_1328,B_3,E_017,27,Adult,Employed,54260,Middle class,07-05-21,
SC_1329,C_1329,B_14,E_095,27,Adult,Employed,28171,Low income,08-05-21,
SC_1330,C_1330,B_2,E_049,23,Adult,Employed,150324,High income,08-05-21,
SC_1331,C_1331,B_11,E_004,23,Adult,Employed,109494,Middle class,08-05-21,
SC_1332,C_1332,B_11,E_007,22,Adult,Student,20420,Low income,08-05-21,
SC_1333,C_1333,B_11,E_120,8,Youth,Student,32816,Low income,08-05-21,
SC_1334,C_1334,B_5,E_024,40,Middle Aged,Self-employed,157617,High income,09-05-21,
SC_1335,C_1335,B_3,E_034,47,Middle Aged,Employed,180955,High income,09-05-21,
SC_1336,C_1336,B_10,E_132,94,Senior,Self-employed,478373,Highest tax brackets,09-05-21,
SC_1337,C_1337,B_3,E_028,24,Adult,Unemployed,245090,Highest tax brackets,10-05-21,
SC_1338,C_1338,B_10,E_012,19,Adult,Student,20990,Low income,10-05-21,
SC_1339,C_1339,B_6,E_021,20,Adult,Student,22864,Low income,10-05-21,
SC_1340,C_1340,B_2,E_098,14,Youth,Student,190297,High income,11-05-21,
SC_1341,C_1341,B_11,E_040,20,Adult,Unemployed,44780,Low income,11-05-21,
SC_1342,C_1342,B_1,E_139,21,Adult,Student,32372,Low income,12-05-21,
SC_1343,C_1343,B_2,E_117,59,Middle Aged,Employed,137184,Middle class,12-05-21,
SC_1344,C_1344,B_4,E_103,71,Senior,Self-employed,366425,Highest tax brackets,12-05-21,
SC_1345,C_1345,B_1,E_147,18,Adult,Employed,160307,High income,12-05-21,
SC_1346,C_1346,B_8,E_078,22,Adult,Employed,170480,High income,13-05-21,
SC_1347,C_1347,B_1,E_020,36,Middle Aged,Employed,224393,Highest tax brackets,13-05-21,
SC_1348,C_1348,B_15,E_070,53,Middle Aged,Self-employed,173212,High income,14-05-21,
SC_1349,C_1349,B_14,E_119,28,Adult,Unemployed,86646,Middle class,14-05-21,
SC_1350,C_1350,B_12,E_010,68,Senior,Retired,108683,Middle class,15-05-21,
SC_1351,C_1351,B_5,E_031,23,Adult,Unemployed,70021,Middle class,15-05-21,
SC_1352,C_1352,B_15,E_037,87,Senior,Retired,192939,High income,16-05-21,
SC_1353,C_1353,B_7,E_022,15,Youth,Student,144086,Upper middle class,16-05-21,
SC_1354,C_1354,B_9,E_038,44,Middle Aged,Self-employed,97614,Middle class,16-05-21,
SC_1355,C_1355,B_12,E_141,17,Youth,Employed,260198,Highest tax brackets,17-05-21,
SC_1356,C_1356,B_4,E_085,24,Adult,Unemployed,486194,Highest tax brackets,18-05-21,
SC_1357,C_1357,B_14,E_069,51,Middle Aged,Employed,112225,Middle class,19-05-21,
SC_1358,C_1358,B_8,E_078,21,Adult,Employed,164200,High income,19-05-21,
SC_1359,C_1359,B_7,E_050,54,Middle Aged,Employed,52401,Middle class,20-05-21,
SC_1360,C_1360,B_9,E_118,25,Adult,Unemployed,195821,High income,20-05-21,
SC_1361,C_1361,B_15,E_037,82,Senior,Self-employed,108140,Middle class,20-05-21,
SC_1362,C_1362,B_5,E_024,9,Youth,Student,187981,High income,21-05-21,
SC_1363,C_1363,B_3,E_028,88,Senior,Self-employed,108126,Middle class,21-05-21,
SC_1364,C_1364,B_14,E_119,52,Middle Aged,Employed,168212,High income,22-05-21,
SC_1365,C_1365,B_12,E_136,23,Adult,Student,198613,High income,22-05-21,
SC_1366,C_1366,B_2,E_005,45,Middle Aged,Employed,52098,Middle class,23-05-21,
SC_1367,C_1367,B_7,E_050,24,Adult,Unemployed,509364,Highest tax brackets,23-05-21,
SC_1368,C_1368,B_4,E_094,18,Adult,Employed,128614,Middle class,23-05-21,
SC_1369,C_1369,B_10,E_012,44,Middle Aged,Self-employed,238384,Highest tax brackets,24-05-21,
SC_1370,C_1370,B_15,E_092,47,Middle Aged,Self-employed,317434,Highest tax brackets,24-05-21,
SC_1371,C_1371,B_4,E_085,8,Youth,Student,158688,High income,24-05-21,
SC_1372,C_1372,B_12,E_009,84,Senior,Retired,267412,Highest tax brackets,24-05-21,
SC_1373,C_1373,B_6,E_047,24,Adult,Unemployed,391074,Highest tax brackets,25-05-21,
SC_1374,C_1374,B_11,E_120,22,Adult,Student,135692,Middle class,25-05-21,
SC_1375,C_1375,B_12,E_131,42,Middle Aged,Self-employed,78529,Middle class,25-05-21,
SC_1376,C_1376,B_10,E_124,37,Middle Aged,Self-employed,117700,Middle class,25-05-21,
SC_1377,C_1377,B_11,E_032,51,Middle Aged,Self-employed,83413,Middle class,27-05-21,
SC_1378,C_1378,B_13,E_041,10,Youth,Student,21087,Low income,28-05-21,
SC_1379,C_1379,B_14,E_069,8,Youth,Student,108023,Middle class,28-05-21,
SC_1380,C_1380,B_4,E_127,12,Youth,Student,103435,Middle class,28-05-21,
SC_1381,C_1381,B_3,E_063,27,Adult,Unemployed,632733,Highest tax brackets,28-05-21,
SC_1382,C_1382,B_6,E_033,28,Adult,Student,26601,Low income,28-05-21,
SC_1383,C_1383,B_11,E_059,77,Senior,Retired,41210,Low income,28-05-21,
SC_1384,C_1384,B_7,E_058,27,Adult,Unemployed,125892,Middle class,29-05-21,
SC_1385,C_1385,B_14,E_119,25,Adult,Student,135339,Middle class,30-05-21,
SC_1386,C_1386,B_11,E_099,51,Middle Aged,Employed,272372,Highest tax brackets,30-05-21,
SC_1387,C_1387,B_10,E_013,39,Middle Aged,Self-employed,291300,Highest tax brackets,30-05-21,
SC_1388,C_1388,B_1,E_123,30,Middle Aged,Employed,157473,High income,31-05-21,
SC_1389,C_1389,B_13,E_026,16,Youth,Student,32994,Low income,02-06-21,
SC_1390,C_1390,B_14,E_095,46,Middle Aged,Employed,264722,Highest tax brackets,02-06-21,
SC_1391,C_1391,B_10,E_125,12,Youth,Student,132853,Middle class,02-06-21,
SC_1392,C_1392,B_1,E_100,33,Middle Aged,Self-employed,216586,Highest tax brackets,02-06-21,
SC_1393,C_1393,B_5,E_002,17,Youth,Student,50472,Middle class,02-06-21,
SC_1394,C_1394,B_15,E_092,52,Middle Aged,Self-employed,150083,High income,03-06-21,
SC_1395,C_1395,B_5,E_107,30,Middle Aged,Self-employed,188789,High income,03-06-21,
SC_1396,C_1396,B_11,E_084,36,Middle Aged,Self-employed,101427,Middle class,03-06-21,
SC_1397,C_1397,B_3,E_074,45,Middle Aged,Self-employed,103277,Middle class,03-06-21,
SC_1398,C_1398,B_2,E_005,19,Adult,Unemployed,191013,High income,03-06-21,
SC_1399,C_1399,B_13,E_029,44,Middle Aged,Self-employed,220667,Highest tax brackets,03-06-21,
SC_1400,C_1400,B_1,E_003,31,Middle Aged,Self-employed,188800,High income,03-06-21,
SC_1401,C_1401,B_1,E_020,43,Middle Aged,Self-employed,24361,Low income,03-06-21,
SC_1402,C_1402,B_4,E_094,29,Adult,Unemployed,82910,Middle class,04-06-21,
SC_1403,C_1403,B_1,E_101,12,Youth,Student,105586,Middle class,06-06-21,
SC_1404,C_1404,B_5,E_014,36,Middle Aged,Self-employed,240294,Highest tax brackets,06-06-21,
SC_1405,C_1405,B_10,E_089,47,Middle Aged,Self-employed,21755,Low income,07-06-21,
SC_1406,C_1406,B_10,E_079,82,Senior,Retired,73522,Middle class,08-06-21,
SC_1407,C_1407,B_9,E_118,9,Youth,Student,22245,Low income,09-06-21,
SC_1408,C_1408,B_4,E_127,54,Middle Aged,Self-employed,35595,Low income,09-06-21,
SC_1409,C_1409,B_12,E_010,17,Youth,Student,23906,Low income,09-06-21,
SC_1410,C_1410,B_13,E_081,48,Middle Aged,Employed,122473,Middle class,10-06-21,
SC_1411,C_1411,B_3,E_028,44,Middle Aged,Employed,190290,High income,10-06-21,
SC_1412,C_1412,B_7,E_056,9,Youth,Student,193375,High income,10-06-21,
SC_1413,C_1413,B_7,E_130,39,Middle Aged,Self-employed,148576,Upper middle class,11-06-21,
SC_1414,C_1414,B_12,E_009,40,Middle Aged,Employed,72896,Middle class,12-06-21,
SC_1415,C_1415,B_12,E_057,45,Middle Aged,Self-employed,180299,High income,12-06-21,
SC_1416,C_1416,B_1,E_101,69,Senior,Self-employed,221550,Highest tax brackets,12-06-21,
SC_1417,C_1417,B_15,E_001,18,Adult,Unemployed,183011,High income,12-06-21,
SC_1418,C_1418,B_7,E_097,44,Middle Aged,Self-employed,370209,Highest tax brackets,12-06-21,
SC_1419,C_1419,B_10,E_089,17,Youth,Student,29844,Low income,12-06-21,
SC_1420,C_1420,B_2,E_117,88,Senior,Retired,300812,Highest tax brackets,14-06-21,
SC_1421,C_1421,B_2,E_143,19,Adult,Student,173938,High income,16-06-21,
SC_1422,C_1422,B_14,E_102,24,Adult,Unemployed,282172,Highest tax brackets,16-06-21,
SC_1423,C_1423,B_1,E_003,44,Middle Aged,Employed,87300,Middle class,16-06-21,
SC_1424,C_1424,B_14,E_102,31,Middle Aged,Unemployed,64520,Middle class,17-06-21,
SC_1425,C_1425,B_2,E_117,36,Middle Aged,Self-employed,119567,Middle class,17-06-21,
SC_1426,C_1426,B_4,E_055,13,Youth,Student,117310,Middle class,17-06-21,
SC_1427,C_1427,B_2,E_005,34,Middle Aged,Unemployed,28738,Low income,17-06-21,
SC_1428,C_1428,B_11,E_004,19,Adult,Unemployed,99695,Middle class,17-06-21,
SC_1429,C_1429,B_12,E_016,37,Middle Aged,Unemployed,366089,Highest tax brackets,17-06-21,
SC_1430,C_1430,B_4,E_055,11,Youth,Student,23439,Low income,18-06-21,
SC_1431,C_1431,B_3,E_018,48,Middle Aged,Self-employed,132686,Middle class,18-06-21,
SC_1432,C_1432,B_3,E_075,9,Youth,Student,196963,High income,18-06-21,
SC_1433,C_1433,B_8,E_066,29,Adult,Employed,46492,Middle class,19-06-21,
SC_1434,C_1434,B_5,E_024,13,Youth,Student,27424,Low income,19-06-21,
SC_1435,C_1435,B_5,E_002,51,Middle Aged,Unemployed,360032,Highest tax brackets,19-06-21,
SC_1436,C_1436,B_3,E_034,48,Middle Aged,Employed,144778,Upper middle class,20-06-21,
SC_1437,C_1437,B_13,E_081,52,Middle Aged,Employed,142245,Upper middle class,22-06-21,
SC_1438,C_1438,B_10,E_132,20,Adult,Student,178074,High income,22-06-21,
SC_1439,C_1439,B_3,E_028,50,Middle Aged,Unemployed,218171,Highest tax brackets,23-06-21,
SC_1440,C_1440,B_15,E_064,49,Middle Aged,Employed,130242,Middle class,23-06-21,
SC_1441,C_1441,B_12,E_025,33,Middle Aged,Employed,98980,Middle class,23-06-21,
SC_1442,C_1442,B_8,E_053,51,Middle Aged,Retired,284629,Highest tax brackets,23-06-21,
SC_1443,C_1443,B_5,E_116,43,Middle Aged,Self-employed,114591,Middle class,23-06-21,
SC_1444,C_1444,B_1,E_129,16,Youth,Student,134639,Middle class,23-06-21,
SC_1445,C_1445,B_5,E_121,23,Adult,Student,134890,Middle class,24-06-21,
SC_1446,C_1446,B_12,E_016,22,Adult,Employed,199545,High income,25-06-21,
SC_1447,C_1447,B_3,E_034,19,Adult,Student,22728,Low income,26-06-21,
SC_1448,C_1448,B_1,E_133,12,Youth,Student,30824,Low income,26-06-21,
SC_1449,C_1449,B_2,E_005,29,Adult,Employed,214781,Highest tax brackets,26-06-21,
SC_1450,C_1450,B_6,E_137,14,Youth,Student,173630,High income,26-06-21,
SC_1451,C_1451,B_3,E_075,34,Middle Aged,Retired,348059,Highest tax brackets,26-06-21,
SC_1452,C_1452,B_5,E_116,50,Middle Aged,Self-employed,208785,Highest tax brackets,26-06-21,
SC_1453,C_1453,B_10,E_145,10,Youth,Student,151809,High income,27-06-21,
SC_1454,C_1454,B_10,E_145,31,Middle Aged,Employed,71592,Middle class,28-06-21,
SC_1455,C_1455,B_9,E_072,22,Adult,Employed,132704,Middle class,28-06-21,
SC_1456,C_1456,B_15,E_114,44,Middle Aged,Retired,250583,Highest tax brackets,28-06-21,
SC_1457,C_1457,B_8,E_051,18,Adult,Student,114765,Middle class,28-06-21,
SC_1458,C_1458,B_9,E_112,16,Youth,Student,194924,High income,28-06-21,
SC_1459,C_1459,B_6,E_076,71,Senior,Self-employed,73471,Middle class,29-06-21,
SC_1460,C_1460,B_7,E_097,26,Adult,Employed,250423,Highest tax brackets,29-06-21,
SC_1461,C_1461,B_3,E_017,59,Middle Aged,Retired,145441,Upper middle class,29-06-21,
SC_1462,C_1462,B_11,E_105,26,Adult,Employed,86681,Middle class,29-06-21,
SC_1463,C_1463,B_8,E_093,28,Adult,Employed,188643,High income,29-06-21,
SC_1464,C_1464,B_11,E_059,20,Adult,Employed,68326,Middle class,29-06-21,
SC_1465,C_1465,B_14,E_052,9,Youth,Student,38285,Low income,30-06-21,
SC_1466,C_1466,B_9,E_086,38,Middle Aged,Retired,211968,Highest tax brackets,30-06-21,
SC_1467,C_1467,B_11,E_084,57,Middle Aged,Employed,132368,Middle class,30-06-21,
SC_1468,C_1468,B_8,E_090,19,Adult,Unemployed,196123,High income,01-07-21,
SC_1469,C_1469,B_2,E_143,13,Youth,Student,178066,High income,01-07-21,
SC_1470,C_1470,B_12,E_057,17,Youth,Student,105936,Middle class,01-07-21,
SC_1471,C_1471,B_10,E_071,25,Adult,Unemployed,306639,Highest tax brackets,01-07-21,
SC_1472,C_1472,B_1,E_060,10,Youth,Student,26502,Low income,02-07-21,
SC_1473,C_1473,B_5,E_014,94,Senior,Self-employed,204698,Highest tax brackets,02-07-21,
SC_1474,C_1474,B_8,E_093,12,Youth,Student,118057,Middle class,02-07-21,
SC_1475,C_1475,B_8,E_053,12,Youth,Student,199266,High income,03-07-21,
SC_1476,C_1476,B_14,E_030,26,Adult,Unemployed,248145,Highest tax brackets,03-07-21,
SC_1477,C_1477,B_1,E_003,43,Middle Aged,Retired,239284,Highest tax brackets,04-07-21,
SC_1478,C_1478,B_12,E_141,22,Adult,Unemployed,188738,High income,04-07-21,
SC_1479,C_1479,B_11,E_040,20,Adult,Unemployed,209101,Highest tax brackets,04-07-21,
SC_1480,C_1480,B_5,E_014,25,Adult,Unemployed,197816,High income,04-07-21,
SC_1481,C_1481,B_5,E_031,14,Youth,Student,60726,Middle class,05-07-21,
SC_1482,C_1482,B_10,E_012,47,Middle Aged,Retired,211678,Highest tax brackets,05-07-21,
SC_1483,C_1483,B_6,E_140,19,Adult,Employed,304957,Highest tax brackets,05-07-21,
SC_1484,C_1484,B_3,E_018,14,Youth,Student,27855,Low income,06-07-21,
SC_1485,C_1485,B_15,E_019,47,Middle Aged,Employed,79303,Middle class,06-07-21,
SC_1486,C_1486,B_1,E_147,16,Youth,Student,64632,Middle class,06-07-21,
SC_1487,C_1487,B_10,E_012,21,Adult,Unemployed,560313,Highest tax brackets,06-07-21,
SC_1488,C_1488,B_6,E_065,82,Senior,Self-employed,174597,High income,07-07-21,
SC_1489,C_1489,B_12,E_010,48,Middle Aged,Self-employed,139946,Middle class,07-07-21,
SC_1490,C_1490,B_6,E_047,12,Youth,Student,27769,Low income,07-07-21,
SC_1491,C_1491,B_12,E_010,57,Middle Aged,Employed,138471,Middle class,07-07-21,
SC_1492,C_1492,B_15,E_091,16,Youth,Student,32061,Low income,08-07-21,
SC_1493,C_1493,B_12,E_073,45,Middle Aged,Self-employed,164954,High income,08-07-21,
SC_1494,C_1494,B_4,E_039,19,Adult,Unemployed,263728,Highest tax brackets,08-07-21,
SC_1495,C_1495,B_13,E_008,29,Adult,Employed,103980,Middle class,08-07-21,
SC_1496,C_1496,B_3,E_074,27,Adult,Employed,159442,High income,08-07-21,
SC_1497,C_1497,B_14,E_030,25,Adult,Employed,113838,Middle class,08-07-21,
SC_1498,C_1498,B_6,E_140,27,Adult,Unemployed,28171,Low income,10-07-21,
SC_1499,C_1499,B_14,E_095,55,Middle Aged,Unemployed,227253,Highest tax brackets,11-07-21,
SC_1500,C_1500,B_15,E_088,48,Middle Aged,Employed,211129,Highest tax brackets,11-07-21,
